aadhaar,farmer_id,state,district,land_size_acres,usual_crop,irrigation_type,soil_type
100000002349,F002349,Meghalaya,MeghalayaDist133,3.17,Paddy,Borewell,Loam
100000002350,F002350,West Bengal,WestDist30,1.33,Jute,Rainfed,Sandy
100000002351,F002351,Andhra Pradesh,AndhraDist112,4.25,Paddy,Borewell,Loam
100000002352,F002352,Madhya Pradesh,MadhyaDist143,2.99,Wheat,Borewell,Loam
100000002353,F002353,Uttar Pradesh,UttarDist96,3.15,Sugarcane,Rainfed,Loam
100000002354,F002354,Madhya Pradesh,MadhyaDist167,0.61,Wheat,Borewell,Sandy
100000002355,F002355,Haryana,HaryanaDist197,4.8,Cotton,Canal,Loam
100000002356,F002356,West Bengal,WestDist174,2.25,Jute,Borewell,Clay
100000002357,F002357,Uttar Pradesh,UttarDist193,1.36,Wheat,Borewell,Loam
100000002358,F002358,Madhya Pradesh,MadhyaDist113,2.04,Wheat,Borewell,Clay
100000002359,F002359,Uttarakhand,UttarakhandDist100,0.44,Rice,Borewell,Sandy
100000002360,F002360,Maharashtra,MaharashtraDist182,2.53,Sugarcane,Borewell,Sandy
100000002361,F002361,Assam,AssamDist158,0.8,Paddy,Rainfed,Loam
100000002362,F002362,Uttarakhand,UttarakhandDist144,0.62,Wheat,Rainfed,Clay
100000002363,F002363,Tripura,TripuraDist186,0.54,Paddy,Canal,Sandy
100000002364,F002364,Odisha,OdishaDist143,4.44,Groundnut,Borewell,Clay
100000002365,F002365,Nagaland,NagalandDist94,1.1,Paddy,Canal,Sandy
100000002366,F002366,Andhra Pradesh,AndhraDist97,6.22,Maize,Canal,Clay
100000002367,F002367,Andhra Pradesh,AndhraDist196,1.19,Groundnut,Borewell,Loam
100000002368,F002368,Kerala,KeralaDist21,0.46,Coconut,Canal,Sandy
100000002369,F002369,Nagaland,NagalandDist119,0.75,Paddy,Rainfed,Sandy
100000002370,F002370,Kerala,KeralaDist172,4.9,Coconut,Borewell,Loam
100000002371,F002371,Telangana,TelanganaDist173,1.61,Paddy,Canal,Clay
100000002372,F002372,Uttar Pradesh,UttarDist112,1.18,Sugarcane,Borewell,Loam
100000002373,F002373,Himachal Pradesh,HimachalDist182,2.07,Apple,Borewell,Clay
100000002374,F002374,Himachal Pradesh,HimachalDist96,2.72,Maize,Borewell,Loam
100000002375,F002375,Meghalaya,MeghalayaDist94,4.45,Paddy,Borewell,Sandy
100000002376,F002376,Meghalaya,MeghalayaDist57,5.81,Paddy,Rainfed,Loam
100000002377,F002377,Tamil Nadu,TamilDist121,1.37,Sugarcane,Borewell,Loam
100000002378,F002378,Goa,GoaDist2,0.63,Paddy,Rainfed,Sandy
100000002379,F002379,Arunachal Pradesh,ArunachalDist177,1.31,Paddy,Canal,Sandy
100000002380,F002380,Himachal Pradesh,HimachalDist139,2.24,Maize,Borewell,Loam
100000002381,F002381,Uttar Pradesh,UttarDist179,0.84,Paddy,Borewell,Loam
100000002382,F002382,Tripura,TripuraDist119,0.85,Paddy,Borewell,Sandy
100000002383,F002383,Uttar Pradesh,UttarDist12,2.4,Wheat,Rainfed,Sandy
100000002384,F002384,Telangana,TelanganaDist9,1.75,Maize,Rainfed,Clay
100000002385,F002385,Manipur,ManipurDist66,1.87,Paddy,Rainfed,Sandy
100000002386,F002386,Tamil Nadu,TamilDist76,0.99,Cotton,Rainfed,Sandy
100000002387,F002387,Haryana,HaryanaDist106,1.52,Cotton,Rainfed,Sandy
100000002388,F002388,Kerala,KeralaDist188,0.87,Paddy,Canal,Clay
100000002389,F002389,Assam,AssamDist198,3.71,Paddy,Rainfed,Loam
100000002390,F002390,Telangana,TelanganaDist157,4.17,Paddy,Borewell,Clay
100000002391,F002391,Madhya Pradesh,MadhyaDist187,0.42,Wheat,Rainfed,Loam
100000002392,F002392,Kerala,KeralaDist16,0.87,Coconut,Canal,Loam
100000002393,F002393,Madhya Pradesh,MadhyaDist184,0.55,Soybean,Canal,Sandy
100000002394,F002394,Himachal Pradesh,HimachalDist59,1.08,Paddy,Rainfed,Sandy
100000002395,F002395,Madhya Pradesh,MadhyaDist114,1.7,Maize,Canal,Loam
100000002396,F002396,Himachal Pradesh,HimachalDist102,0.57,Maize,Borewell,Clay
100000002397,F002397,Goa,GoaDist86,0.87,Paddy,Canal,Sandy
100000002398,F002398,Tripura,TripuraDist154,0.82,Maize,Borewell,Sandy
100000002399,F002399,Bihar,BiharDist100,2.15,Paddy,Borewell,Loam
100000002400,F002400,Bihar,BiharDist114,1.93,Wheat,Rainfed,Loam
100000002401,F002401,Sikkim,SikkimDist159,1.02,Potato,Borewell,Sandy
100000002402,F002402,Kerala,KeralaDist1,2.1,Paddy,Borewell,Clay
100000002403,F002403,Assam,AssamDist16,1.18,Paddy,Borewell,Clay
100000002404,F002404,Andhra Pradesh,AndhraDist55,1.47,Paddy,Rainfed,Sandy
100000002405,F002405,West Bengal,WestDist67,6.95,Jute,Rainfed,Clay
100000002406,F002406,Manipur,ManipurDist181,5.32,Maize,Canal,Loam
100000002407,F002407,Gujarat,GujaratDist94,0.64,Groundnut,Canal,Loam
100000002408,F002408,Rajasthan,RajasthanDist174,3.54,Bajra,Rainfed,Loam
100000002409,F002409,Punjab,PunjabDist1,3.49,Wheat,Rainfed,Sandy
100000002410,F002410,Himachal Pradesh,HimachalDist179,0.73,Paddy,Borewell,Loam
100000002411,F002411,Tripura,TripuraDist168,3.51,Maize,Borewell,Clay
100000002412,F002412,Karnataka,KarnatakaDist12,6.24,Maize,Borewell,Loam
100000002413,F002413,Kerala,KeralaDist165,0.74,Coconut,Borewell,Clay
100000002414,F002414,Andhra Pradesh,AndhraDist123,0.87,Maize,Canal,Sandy
100000002415,F002415,Himachal Pradesh,HimachalDist56,4.11,Apple,Rainfed,Clay
100000002416,F002416,Sikkim,SikkimDist58,2.26,Paddy,Canal,Clay
100000002417,F002417,Andhra Pradesh,AndhraDist84,2.83,Paddy,Borewell,Clay
100000002418,F002418,Andhra Pradesh,AndhraDist98,2.39,Paddy,Borewell,Clay
100000002419,F002419,Karnataka,KarnatakaDist48,2.49,Paddy,Borewell,Clay
100000002420,F002420,Odisha,OdishaDist57,0.63,Paddy,Rainfed,Sandy
100000002421,F002421,Jharkhand,JharkhandDist108,4.21,Maize,Borewell,Sandy
100000002422,F002422,Uttarakhand,UttarakhandDist131,4.64,Rice,Borewell,Sandy
100000002423,F002423,Himachal Pradesh,HimachalDist35,1.52,Apple,Borewell,Loam
100000002424,F002424,Punjab,PunjabDist86,1.76,Wheat,Borewell,Sandy
100000002425,F002425,Tripura,TripuraDist109,0.54,Maize,Rainfed,Loam
100000002426,F002426,Jharkhand,JharkhandDist46,2.75,Paddy,Borewell,Loam
100000002427,F002427,Uttar Pradesh,UttarDist66,2.88,Wheat,Rainfed,Loam
100000002428,F002428,Manipur,ManipurDist89,1.73,Maize,Rainfed,Loam
100000002429,F002429,Uttarakhand,UttarakhandDist44,4.48,Rice,Rainfed,Sandy
100000002430,F002430,Bihar,BiharDist135,1.39,Wheat,Rainfed,Sandy
100000002431,F002431,Uttar Pradesh,UttarDist112,2.86,Wheat,Canal,Clay
100000002432,F002432,Bihar,BiharDist187,0.81,Paddy,Canal,Loam
100000002433,F002433,Odisha,OdishaDist98,1.79,Groundnut,Rainfed,Sandy
100000002434,F002434,Nagaland,NagalandDist180,1.58,Paddy,Rainfed,Clay
100000002435,F002435,Punjab,PunjabDist123,2.18,Wheat,Borewell,Clay
100000002436,F002436,Goa,GoaDist36,1.36,Cashew,Rainfed,Clay
100000002437,F002437,Goa,GoaDist161,1.64,Cashew,Borewell,Loam
100000002438,F002438,Uttarakhand,UttarakhandDist72,3.53,Rice,Rainfed,Loam
100000002439,F002439,Rajasthan,RajasthanDist93,1.28,Bajra,Borewell,Sandy
100000002440,F002440,Odisha,OdishaDist10,0.5,Paddy,Rainfed,Sandy
100000002441,F002441,Rajasthan,RajasthanDist184,7.39,Bajra,Borewell,Sandy
100000002442,F002442,Manipur,ManipurDist50,5.5,Maize,Rainfed,Loam
100000002443,F002443,Arunachal Pradesh,ArunachalDist51,0.65,Paddy,Canal,Clay
100000002444,F002444,Andhra Pradesh,AndhraDist92,3.16,Groundnut,Borewell,Sandy
100000002445,F002445,Madhya Pradesh,MadhyaDist42,1.22,Maize,Rainfed,Loam
100000002446,F002446,Punjab,PunjabDist156,2.25,Wheat,Canal,Sandy
100000002447,F002447,Arunachal Pradesh,ArunachalDist64,2.31,Paddy,Canal,Sandy
100000002448,F002448,Uttarakhand,UttarakhandDist52,1.51,Wheat,Borewell,Clay
100000002449,F002449,Bihar,BiharDist107,0.97,Maize,Borewell,Loam
100000002450,F002450,Uttarakhand,UttarakhandDist22,1.05,Wheat,Canal,Loam
100000002451,F002451,Odisha,OdishaDist77,0.88,Groundnut,Borewell,Clay
100000002452,F002452,Rajasthan,RajasthanDist49,0.94,Bajra,Rainfed,Clay
100000002453,F002453,Tamil Nadu,TamilDist117,1.73,Paddy,Canal,Clay
100000002454,F002454,Gujarat,GujaratDist38,1.03,Groundnut,Borewell,Clay
100000002455,F002455,Himachal Pradesh,HimachalDist69,3.14,Apple,Rainfed,Sandy
100000002456,F002456,Sikkim,SikkimDist137,5.99,Paddy,Borewell,Sandy
100000002457,F002457,Telangana,TelanganaDist164,1.15,Maize,Rainfed,Sandy
100000002458,F002458,Haryana,HaryanaDist68,2.21,Cotton,Rainfed,Sandy
100000002459,F002459,Haryana,HaryanaDist73,2.72,Wheat,Canal,Loam
100000002460,F002460,Manipur,ManipurDist67,2.66,Paddy,Rainfed,Sandy
100000002461,F002461,Gujarat,GujaratDist128,1.94,Groundnut,Borewell,Loam
100000002462,F002462,Madhya Pradesh,MadhyaDist100,3.3,Wheat,Borewell,Sandy
100000002463,F002463,Tamil Nadu,TamilDist185,2.68,Cotton,Borewell,Clay
100000002464,F002464,Uttar Pradesh,UttarDist112,0.68,Paddy,Rainfed,Sandy
100000002465,F002465,Kerala,KeralaDist129,3.65,Rubber,Rainfed,Clay
100000002466,F002466,Madhya Pradesh,MadhyaDist6,3.71,Wheat,Canal,Clay
100000002467,F002467,Nagaland,NagalandDist88,0.99,Paddy,Canal,Sandy
100000002468,F002468,Goa,GoaDist47,1.88,Cashew,Borewell,Clay
100000002469,F002469,Bihar,BiharDist31,3.15,Paddy,Borewell,Clay
100000002470,F002470,Himachal Pradesh,HimachalDist140,1.54,Apple,Borewell,Clay
100000002471,F002471,Odisha,OdishaDist82,4.3,Paddy,Borewell,Loam
100000002472,F002472,Jharkhand,JharkhandDist118,12.07,Paddy,Rainfed,Loam
100000002473,F002473,Haryana,HaryanaDist188,0.97,Wheat,Rainfed,Sandy
100000002474,F002474,Bihar,BiharDist141,0.6,Maize,Rainfed,Loam
100000002475,F002475,Manipur,ManipurDist169,2.32,Paddy,Rainfed,Sandy
100000002476,F002476,Himachal Pradesh,HimachalDist167,3.25,Maize,Canal,Sandy
100000002477,F002477,Sikkim,SikkimDist174,1.51,Potato,Borewell,Clay
100000002478,F002478,Andhra Pradesh,AndhraDist114,5.83,Groundnut,Canal,Clay
100000002479,F002479,Manipur,ManipurDist1,0.62,Maize,Canal,Clay
100000002480,F002480,Bihar,BiharDist40,3.17,Maize,Rainfed,Loam
100000002481,F002481,Uttarakhand,UttarakhandDist133,1.12,Wheat,Rainfed,Loam
100000002482,F002482,Sikkim,SikkimDist17,7.21,Paddy,Borewell,Loam
100000002483,F002483,Jharkhand,JharkhandDist155,8.97,Paddy,Borewell,Sandy
100000002484,F002484,Jharkhand,JharkhandDist102,0.99,Paddy,Rainfed,Sandy
100000002485,F002485,Mizoram,MizoramDist160,1.17,Paddy,Canal,Loam
100000002486,F002486,Kerala,KeralaDist48,3.62,Coconut,Borewell,Clay
100000002487,F002487,Odisha,OdishaDist169,1.34,Groundnut,Borewell,Sandy
100000002488,F002488,Sikkim,SikkimDist114,1.76,Paddy,Rainfed,Loam
100000002489,F002489,Haryana,HaryanaDist122,1.86,Cotton,Borewell,Sandy
100000002490,F002490,Tamil Nadu,TamilDist90,0.39,Cotton,Rainfed,Loam
100000002491,F002491,Arunachal Pradesh,ArunachalDist100,1.8,Millet,Borewell,Loam
100000002492,F002492,Punjab,PunjabDist52,1.05,Paddy,Rainfed,Loam
100000002493,F002493,Madhya Pradesh,MadhyaDist142,1.23,Wheat,Borewell,Clay
100000002494,F002494,Haryana,HaryanaDist162,5.78,Cotton,Canal,Loam
100000002495,F002495,Maharashtra,MaharashtraDist34,0.67,Sugarcane,Rainfed,Clay
100000002496,F002496,Chhattisgarh,ChhattisgarhDist42,3.49,Paddy,Rainfed,Loam
100000002497,F002497,Tamil Nadu,TamilDist172,1.46,Cotton,Rainfed,Sandy
100000002498,F002498,West Bengal,WestDist188,1.46,Jute,Borewell,Sandy
100000002499,F002499,Kerala,KeralaDist13,3.43,Coconut,Borewell,Sandy
100000002500,F002500,Madhya Pradesh,MadhyaDist18,2.39,Wheat,Rainfed,Sandy
100000002501,F002501,West Bengal,WestDist61,2.88,Jute,Canal,Clay
100000002502,F002502,Andhra Pradesh,AndhraDist83,3.95,Maize,Borewell,Sandy
100000002503,F002503,Chhattisgarh,ChhattisgarhDist15,1.4,Paddy,Rainfed,Loam
100000002504,F002504,Mizoram,MizoramDist17,1.12,Maize,Borewell,Sandy
100000002505,F002505,Karnataka,KarnatakaDist45,0.76,Paddy,Rainfed,Loam
100000002506,F002506,Rajasthan,RajasthanDist197,0.94,Cotton,Borewell,Clay
100000002507,F002507,Sikkim,SikkimDist185,19.28,Potato,Borewell,Clay
100000002508,F002508,Madhya Pradesh,MadhyaDist123,4.93,Maize,Canal,Clay
100000002509,F002509,Uttar Pradesh,UttarDist4,0.62,Wheat,Rainfed,Loam
100000002510,F002510,Assam,AssamDist147,0.63,Tea,Borewell,Sandy
100000002511,F002511,Haryana,HaryanaDist104,2.68,Cotton,Rainfed,Sandy
100000002512,F002512,Arunachal Pradesh,ArunachalDist155,2.82,Millet,Borewell,Clay
100000002513,F002513,Tripura,TripuraDist87,2.83,Paddy,Borewell,Sandy
100000002514,F002514,Tamil Nadu,TamilDist164,1.49,Cotton,Canal,Clay
100000002515,F002515,Gujarat,GujaratDist162,1.65,Paddy,Rainfed,Sandy
100000002516,F002516,Tripura,TripuraDist164,2.37,Maize,Borewell,Loam
100000002517,F002517,Karnataka,KarnatakaDist7,1.95,Maize,Borewell,Loam
100000002518,F002518,Tripura,TripuraDist73,0.31,Maize,Rainfed,Clay
100000002519,F002519,Meghalaya,MeghalayaDist79,1.52,Paddy,Rainfed,Loam
100000002520,F002520,Jharkhand,JharkhandDist80,0.92,Pulses,Rainfed,Clay
100000002521,F002521,Assam,AssamDist85,2.1,Tea,Borewell,Clay
100000002522,F002522,Arunachal Pradesh,ArunachalDist151,19.85,Paddy,Canal,Clay
100000002523,F002523,Telangana,TelanganaDist163,2.44,Maize,Canal,Sandy
100000002524,F002524,Odisha,OdishaDist152,1.42,Groundnut,Canal,Clay
100000002525,F002525,Manipur,ManipurDist173,3.81,Paddy,Borewell,Clay
100000002526,F002526,Gujarat,GujaratDist159,2.68,Cotton,Borewell,Loam
100000002527,F002527,West Bengal,WestDist112,2.55,Jute,Rainfed,Sandy
100000002528,F002528,Haryana,HaryanaDist57,2.96,Paddy,Rainfed,Clay
100000002529,F002529,Jharkhand,JharkhandDist151,9.44,Pulses,Rainfed,Clay
100000002530,F002530,Haryana,HaryanaDist70,0.74,Cotton,Rainfed,Clay
100000002531,F002531,Maharashtra,MaharashtraDist58,2.66,Sugarcane,Canal,Sandy
100000002532,F002532,Arunachal Pradesh,ArunachalDist148,0.87,Millet,Canal,Sandy
100000002533,F002533,Sikkim,SikkimDist147,2.84,Potato,Borewell,Loam
100000002534,F002534,Manipur,ManipurDist84,0.87,Paddy,Borewell,Loam
100000002535,F002535,Jharkhand,JharkhandDist150,1.3,Pulses,Borewell,Sandy
100000002536,F002536,Chhattisgarh,ChhattisgarhDist78,1.44,Paddy,Borewell,Loam
100000002537,F002537,Madhya Pradesh,MadhyaDist189,3.98,Wheat,Borewell,Sandy
100000002538,F002538,West Bengal,WestDist101,3.8,Maize,Borewell,Loam
100000002539,F002539,West Bengal,WestDist121,0.67,Maize,Rainfed,Clay
100000002540,F002540,Andhra Pradesh,AndhraDist67,1.9,Groundnut,Rainfed,Loam
100000002541,F002541,Tamil Nadu,TamilDist19,1.03,Sugarcane,Borewell,Clay
100000002542,F002542,Haryana,HaryanaDist41,0.67,Cotton,Borewell,Loam
100000002543,F002543,Sikkim,SikkimDist105,1.53,Paddy,Borewell,Loam
100000002544,F002544,Gujarat,GujaratDist130,1.42,Paddy,Borewell,Clay
100000002545,F002545,Telangana,TelanganaDist142,12.7,Cotton,Rainfed,Clay
100000002546,F002546,Uttar Pradesh,UttarDist13,2.58,Sugarcane,Rainfed,Loam
100000002547,F002547,Chhattisgarh,ChhattisgarhDist49,0.61,Soybean,Rainfed,Clay
100000002548,F002548,Arunachal Pradesh,ArunachalDist94,1.16,Millet,Rainfed,Loam
100000002549,F002549,Arunachal Pradesh,ArunachalDist47,4.13,Paddy,Borewell,Sandy
100000002550,F002550,Manipur,ManipurDist160,9.69,Maize,Rainfed,Loam
100000002551,F002551,Uttar Pradesh,UttarDist56,0.51,Wheat,Borewell,Loam
100000002552,F002552,Gujarat,GujaratDist178,0.4,Groundnut,Borewell,Loam
100000002553,F002553,Bihar,BiharDist110,8.14,Wheat,Rainfed,Clay
100000002554,F002554,Chhattisgarh,ChhattisgarhDist165,2.49,Maize,Rainfed,Clay
100000002555,F002555,Kerala,KeralaDist67,0.91,Paddy,Borewell,Loam
100000002556,F002556,Uttarakhand,UttarakhandDist34,2.79,Wheat,Borewell,Loam
100000002557,F002557,Arunachal Pradesh,ArunachalDist190,0.22,Paddy,Canal,Clay
100000002558,F002558,Uttar Pradesh,UttarDist75,1.83,Wheat,Borewell,Sandy
100000002559,F002559,Arunachal Pradesh,ArunachalDist140,2.37,Millet,Canal,Sandy
100000002560,F002560,Manipur,ManipurDist67,3.82,Paddy,Rainfed,Clay
100000002561,F002561,Maharashtra,MaharashtraDist99,0.81,Cotton,Rainfed,Sandy
100000002562,F002562,Kerala,KeralaDist87,1.95,Rubber,Borewell,Clay
100000002563,F002563,Mizoram,MizoramDist177,0.87,Paddy,Borewell,Clay
100000002564,F002564,Karnataka,KarnatakaDist38,2.24,Sugarcane,Rainfed,Clay
100000002565,F002565,Haryana,HaryanaDist48,0.89,Paddy,Borewell,Loam
100000002566,F002566,Bihar,BiharDist61,1.31,Paddy,Borewell,Loam
100000002567,F002567,Tamil Nadu,TamilDist19,0.82,Sugarcane,Canal,Sandy
100000002568,F002568,Manipur,ManipurDist58,3.07,Paddy,Rainfed,Clay
100000002569,F002569,Punjab,PunjabDist46,3.62,Wheat,Borewell,Sandy
100000002570,F002570,Punjab,PunjabDist127,1.51,Paddy,Rainfed,Loam
100000002571,F002571,Madhya Pradesh,MadhyaDist75,1.88,Maize,Borewell,Sandy
100000002572,F002572,Chhattisgarh,ChhattisgarhDist152,0.57,Paddy,Borewell,Loam
100000002573,F002573,Rajasthan,RajasthanDist139,1.43,Wheat,Rainfed,Loam
100000002574,F002574,Uttarakhand,UttarakhandDist79,1.75,Rice,Rainfed,Clay
100000002575,F002575,Mizoram,MizoramDist3,14.83,Maize,Canal,Clay
100000002576,F002576,West Bengal,WestDist81,0.75,Maize,Rainfed,Sandy
100000002577,F002577,Gujarat,GujaratDist163,5.88,Paddy,Canal,Clay
100000002578,F002578,Sikkim,SikkimDist116,4.05,Paddy,Borewell,Sandy
100000002579,F002579,Meghalaya,MeghalayaDist21,2.28,Millet,Rainfed,Loam
100000002580,F002580,Madhya Pradesh,MadhyaDist41,7.44,Soybean,Borewell,Sandy
100000002581,F002581,Chhattisgarh,ChhattisgarhDist56,2.45,Soybean,Borewell,Clay
100000002582,F002582,Arunachal Pradesh,ArunachalDist112,2.49,Paddy,Canal,Clay
100000002583,F002583,Haryana,HaryanaDist76,1.75,Paddy,Rainfed,Loam
100000002584,F002584,Sikkim,SikkimDist7,4.85,Paddy,Borewell,Clay
100000002585,F002585,Rajasthan,RajasthanDist195,4.38,Cotton,Borewell,Loam
100000002586,F002586,West Bengal,WestDist41,1.1,Paddy,Borewell,Sandy
100000002587,F002587,Assam,AssamDist96,0.63,Paddy,Borewell,Loam
100000002588,F002588,Telangana,TelanganaDist140,1.55,Maize,Rainfed,Loam
100000002589,F002589,Maharashtra,MaharashtraDist68,0.96,Soybean,Borewell,Loam
100000002590,F002590,Nagaland,NagalandDist11,1.73,Paddy,Borewell,Clay
100000002591,F002591,Uttar Pradesh,UttarDist123,4.9,Paddy,Borewell,Sandy
100000002592,F002592,Haryana,HaryanaDist103,1.26,Paddy,Canal,Sandy
100000002593,F002593,Telangana,TelanganaDist29,1.76,Maize,Borewell,Clay
100000002594,F002594,Punjab,PunjabDist5,1.91,Wheat,Rainfed,Clay
100000002595,F002595,Jharkhand,JharkhandDist29,3.59,Pulses,Borewell,Loam
100000002596,F002596,Jharkhand,JharkhandDist121,0.3,Pulses,Rainfed,Sandy
100000002597,F002597,West Bengal,WestDist148,1.12,Jute,Borewell,Clay
100000002598,F002598,Tamil Nadu,TamilDist15,2.16,Cotton,Rainfed,Sandy
100000002599,F002599,Haryana,HaryanaDist16,4.76,Paddy,Canal,Loam
100000002600,F002600,Andhra Pradesh,AndhraDist25,1.23,Maize,Rainfed,Sandy
100000002601,F002601,Andhra Pradesh,AndhraDist141,0.41,Maize,Borewell,Loam
100000002602,F002602,Tamil Nadu,TamilDist158,2.99,Paddy,Rainfed,Sandy
100000002603,F002603,Goa,GoaDist194,1.1,Paddy,Borewell,Clay
100000002604,F002604,Maharashtra,MaharashtraDist157,0.7,Maize,Borewell,Sandy
100000002605,F002605,Madhya Pradesh,MadhyaDist163,1.11,Maize,Borewell,Clay
100000002606,F002606,Bihar,BiharDist142,1.57,Wheat,Rainfed,Clay
100000002607,F002607,Jharkhand,JharkhandDist52,1.12,Paddy,Borewell,Loam
100000002608,F002608,Haryana,HaryanaDist90,0.31,Cotton,Borewell,Sandy
100000002609,F002609,Goa,GoaDist189,3.73,Cashew,Rainfed,Loam
100000002610,F002610,Tamil Nadu,TamilDist194,5.05,Paddy,Canal,Clay
100000002611,F002611,Rajasthan,RajasthanDist26,3.07,Cotton,Rainfed,Loam
100000002612,F002612,West Bengal,WestDist105,0.73,Jute,Borewell,Loam
100000002613,F002613,Bihar,BiharDist165,1.55,Maize,Rainfed,Clay
100000002614,F002614,Haryana,HaryanaDist184,1.81,Cotton,Borewell,Sandy
100000002615,F002615,Uttarakhand,UttarakhandDist196,2.94,Rice,Borewell,Clay
100000002616,F002616,Goa,GoaDist152,3.11,Cashew,Rainfed,Loam
100000002617,F002617,Odisha,OdishaDist3,1.01,Paddy,Borewell,Loam
100000002618,F002618,Tripura,TripuraDist161,1.95,Maize,Borewell,Loam
100000002619,F002619,Meghalaya,MeghalayaDist196,2.63,Paddy,Rainfed,Clay
100000002620,F002620,Manipur,ManipurDist175,5.84,Maize,Borewell,Loam
100000002621,F002621,Meghalaya,MeghalayaDist131,3.2,Millet,Borewell,Sandy
100000002622,F002622,Gujarat,GujaratDist118,3.43,Paddy,Rainfed,Clay
100000002623,F002623,Mizoram,MizoramDist75,1.95,Maize,Borewell,Sandy
100000002624,F002624,Tripura,TripuraDist132,5.63,Paddy,Borewell,Clay
100000002625,F002625,Uttar Pradesh,UttarDist9,2.53,Paddy,Rainfed,Clay
100000002626,F002626,Goa,GoaDist16,0.91,Cashew,Rainfed,Loam
100000002627,F002627,Andhra Pradesh,AndhraDist143,5.6,Groundnut,Borewell,Clay
100000002628,F002628,Nagaland,NagalandDist142,3.18,Paddy,Rainfed,Loam
100000002629,F002629,Haryana,HaryanaDist89,1.28,Cotton,Rainfed,Clay
100000002630,F002630,Maharashtra,MaharashtraDist55,1.24,Maize,Borewell,Clay
100000002631,F002631,Arunachal Pradesh,ArunachalDist153,2.31,Millet,Borewell,Sandy
100000002632,F002632,Kerala,KeralaDist145,2.64,Rubber,Borewell,Clay
100000002633,F002633,Gujarat,GujaratDist123,2.13,Cotton,Rainfed,Clay
100000002634,F002634,Telangana,TelanganaDist9,2.34,Paddy,Rainfed,Sandy
100000002635,F002635,Andhra Pradesh,AndhraDist60,7.1,Paddy,Rainfed,Loam
100000002636,F002636,Himachal Pradesh,HimachalDist124,4.29,Paddy,Borewell,Clay
100000002637,F002637,Himachal Pradesh,HimachalDist43,2.12,Maize,Rainfed,Sandy
100000002638,F002638,Jharkhand,JharkhandDist112,3.87,Paddy,Borewell,Loam
100000002639,F002639,West Bengal,WestDist32,0.8,Maize,Borewell,Clay
100000002640,F002640,Punjab,PunjabDist8,2.51,Wheat,Borewell,Loam
100000002641,F002641,Himachal Pradesh,HimachalDist96,7.75,Paddy,Borewell,Clay
100000002642,F002642,Punjab,PunjabDist137,1.53,Wheat,Rainfed,Clay
100000002643,F002643,Haryana,HaryanaDist56,0.92,Paddy,Borewell,Loam
100000002644,F002644,Bihar,BiharDist169,1.08,Paddy,Rainfed,Sandy
100000002645,F002645,Goa,GoaDist200,0.76,Paddy,Rainfed,Loam
100000002646,F002646,Rajasthan,RajasthanDist140,0.97,Bajra,Rainfed,Clay
100000002647,F002647,Telangana,TelanganaDist44,1.35,Paddy,Rainfed,Sandy
100000002648,F002648,Goa,GoaDist30,0.59,Cashew,Rainfed,Clay
100000002649,F002649,Mizoram,MizoramDist136,1.85,Maize,Borewell,Loam
100000002650,F002650,West Bengal,WestDist121,3.75,Jute,Borewell,Sandy
100000002651,F002651,Haryana,HaryanaDist188,0.88,Paddy,Rainfed,Clay
100000002652,F002652,Telangana,TelanganaDist147,6.14,Cotton,Borewell,Clay
100000002653,F002653,Manipur,ManipurDist137,2.74,Paddy,Borewell,Sandy
100000002654,F002654,Andhra Pradesh,AndhraDist177,4.16,Paddy,Borewell,Sandy
100000002655,F002655,Gujarat,GujaratDist122,1.08,Groundnut,Canal,Sandy
100000002656,F002656,Mizoram,MizoramDist122,3.61,Paddy,Rainfed,Sandy
100000002657,F002657,Gujarat,GujaratDist32,0.76,Groundnut,Rainfed,Clay
100000002658,F002658,Manipur,ManipurDist132,3.71,Maize,Borewell,Sandy
100000002659,F002659,Arunachal Pradesh,ArunachalDist72,2.09,Paddy,Canal,Loam
100000002660,F002660,West Bengal,WestDist102,2.84,Maize,Borewell,Clay
100000002661,F002661,Odisha,OdishaDist148,0.71,Paddy,Rainfed,Loam
100000002662,F002662,Himachal Pradesh,HimachalDist151,0.89,Paddy,Rainfed,Clay
100000002663,F002663,Odisha,OdishaDist59,2.94,Paddy,Rainfed,Loam
100000002664,F002664,Odisha,OdishaDist25,0.85,Paddy,Canal,Loam
100000002665,F002665,Tamil Nadu,TamilDist167,2.64,Paddy,Canal,Clay
100000002666,F002666,Jharkhand,JharkhandDist172,0.61,Maize,Rainfed,Sandy
100000002667,F002667,Punjab,PunjabDist199,3.59,Paddy,Canal,Clay
100000002668,F002668,Meghalaya,MeghalayaDist29,0.68,Millet,Rainfed,Clay
100000002669,F002669,Uttarakhand,UttarakhandDist170,2.83,Rice,Borewell,Clay
100000002670,F002670,Sikkim,SikkimDist116,3.01,Paddy,Rainfed,Clay
100000002671,F002671,Assam,AssamDist85,1.04,Tea,Rainfed,Sandy
100000002672,F002672,Uttar Pradesh,UttarDist101,2.9,Wheat,Rainfed,Loam
100000002673,F002673,Mizoram,MizoramDist88,2.24,Paddy,Borewell,Sandy
100000002674,F002674,Tripura,TripuraDist138,1.18,Maize,Borewell,Loam
100000002675,F002675,Assam,AssamDist185,0.81,Tea,Canal,Loam
100000002676,F002676,Odisha,OdishaDist144,0.38,Paddy,Rainfed,Clay
