aadhaar,farmer_id,state,district,land_size_acres,usual_crop,irrigation_type,soil_type
100000002878,F002878,Nagaland,NDist7,1.07,Maize,Canal,Clay
100000002879,F002879,Manipur,MDist35,2.3,Maize,Rainfed,Clay
100000002880,F002880,Rajasthan,RDist150,1.57,Wheat,Borewell,Clay
100000002881,F002881,Puducherry,PDist113,0.3,Sugarcane,Rainfed,Loam
100000002882,F002882,Manipur,MDist145,0.33,Paddy,Canal,Sandy
100000002883,F002883,Goa,GDist59,1.12,Cashew,Borewell,Sandy
100000002884,F002884,Manipur,MDist89,2.63,Paddy,Borewell,Clay
100000002885,F002885,Mizoram,MDist75,0.2,Paddy,Canal,Clay
100000002886,F002886,Tripura,TDist92,1.22,Maize,Borewell,Loam
100000002887,F002887,Odisha,ODist30,1.2,Paddy,Rainfed,Clay
100000002888,F002888,West Bengal,WBDist132,5.53,Paddy,Borewell,Clay
100000002889,F002889,Gujarat,GDist59,1.34,Cotton,Canal,Sandy
100000002890,F002890,Punjab,PDist144,2.48,Paddy,Canal,Clay
100000002891,F002891,Maharashtra,MDist33,2.04,Soybean,Borewell,Sandy
100000002892,F002892,Uttar Pradesh,UPDist39,0.33,Paddy,Canal,Loam
100000002893,F002893,West Bengal,WBDist48,3.37,Jute,Rainfed,Sandy
100000002894,F002894,Haryana,HDist107,2.16,Cotton,Borewell,Clay
100000002895,F002895,Uttarakhand,UDist62,2.74,Wheat,Rainfed,Loam
100000002896,F002896,Nagaland,NDist57,25.0,Paddy,Rainfed,Loam
100000002897,F002897,Nagaland,NDist108,0.34,Paddy,Borewell,Loam
100000002898,F002898,Puducherry,PDist39,7.24,Sugarcane,Rainfed,Loam
100000002899,F002899,Punjab,PDist63,1.45,Paddy,Rainfed,Loam
100000002900,F002900,Tamil Nadu,TNDist97,2.29,Paddy,Canal,Clay
100000002901,F002901,Bihar,BDist146,1.76,Paddy,Canal,Loam
100000002902,F002902,Tamil Nadu,TNDist47,1.3,Cotton,Borewell,Sandy
100000002903,F002903,Puducherry,PDist56,1.16,Sugarcane,Rainfed,Clay
100000002904,F002904,Rajasthan,RDist70,2.37,Bajra,Rainfed,Clay
100000002905,F002905,Odisha,ODist1,0.54,Groundnut,Borewell,Loam
100000002906,F002906,Punjab,PDist22,3.32,Paddy,Rainfed,Loam
100000002907,F002907,Telangana,TDist118,1.31,Cotton,Borewell,Loam
100000002908,F002908,Andaman & Nicobar,A&NDist75,0.74,Paddy,Canal,Clay
100000002909,F002909,Andhra Pradesh,APDist50,1.27,Groundnut,Borewell,Clay
100000002910,F002910,Bihar,BDist138,4.98,Wheat,Canal,Clay
100000002911,F002911,Ladakh,LDist65,1.19,Barley,Borewell,Loam
100000002912,F002912,Manipur,MDist141,2.43,Maize,Canal,Loam
100000002913,F002913,Chhattisgarh,CDist78,1.02,Soybean,Borewell,Sandy
100000002914,F002914,Himachal Pradesh,HPDist37,3.34,Paddy,Rainfed,Loam
100000002915,F002915,West Bengal,WBDist51,3.15,Jute,Borewell,Sandy
100000002916,F002916,Andhra Pradesh,APDist86,8.0,Maize,Borewell,Loam
100000002917,F002917,Sikkim,SDist40,1.58,Paddy,Canal,Loam
100000002918,F002918,Arunachal Pradesh,APDist145,3.11,Millet,Canal,Loam
100000002919,F002919,Jharkhand,JDist133,1.97,Paddy,Borewell,Clay
100000002920,F002920,Jharkhand,JDist34,5.14,Paddy,Borewell,Loam
100000002921,F002921,Kerala,KDist12,1.03,Rubber,Borewell,Clay
100000002922,F002922,Chhattisgarh,CDist50,3.31,Paddy,Rainfed,Clay
100000002923,F002923,Manipur,MDist41,1.56,Paddy,Borewell,Sandy
100000002924,F002924,Meghalaya,MDist48,1.73,Millet,Rainfed,Clay
100000002925,F002925,Chandigarh,CDist68,1.96,Vegetables,Rainfed,Clay
100000002926,F002926,Chandigarh,CDist92,2.23,Vegetables,Borewell,Loam
100000002927,F002927,Meghalaya,MDist147,1.66,Millet,Canal,Clay
100000002928,F002928,Telangana,TDist46,2.16,Paddy,Canal,Loam
100000002929,F002929,Tripura,TDist100,6.44,Maize,Rainfed,Sandy
100000002930,F002930,Karnataka,KDist77,4.01,Paddy,Rainfed,Sandy
100000002931,F002931,Gujarat,GDist95,3.65,Cotton,Rainfed,Clay
100000002932,F002932,Karnataka,KDist60,1.27,Paddy,Rainfed,Clay
100000002933,F002933,Sikkim,SDist148,0.89,Paddy,Canal,Sandy
100000002934,F002934,Sikkim,SDist127,3.91,Paddy,Borewell,Loam
100000002935,F002935,Jharkhand,JDist108,3.67,Maize,Borewell,Loam
100000002936,F002936,Madhya Pradesh,MPDist106,5.92,Maize,Canal,Loam
100000002937,F002937,Sikkim,SDist138,1.12,Potato,Borewell,Sandy
100000002938,F002938,Jharkhand,JDist140,1.52,Maize,Canal,Sandy
100000002939,F002939,Chhattisgarh,CDist132,0.49,Maize,Borewell,Loam
100000002940,F002940,Madhya Pradesh,MPDist98,1.33,Maize,Borewell,Loam
100000002941,F002941,Bihar,BDist124,4.04,Maize,Borewell,Loam
100000002942,F002942,Arunachal Pradesh,APDist74,1.25,Paddy,Borewell,Clay
100000002943,F002943,Uttar Pradesh,UPDist72,3.04,Wheat,Canal,Clay
100000002944,F002944,Jharkhand,JDist104,1.56,Pulses,Rainfed,Sandy
100000002945,F002945,Maharashtra,MDist77,2.36,Maize,Borewell,Loam
100000002946,F002946,Andhra Pradesh,APDist29,0.73,Paddy,Borewell,Sandy
100000002947,F002947,Kerala,KDist105,1.95,Rubber,Rainfed,Clay
100000002948,F002948,Delhi,DDist9,0.2,Vegetables,Canal,Sandy
100000002949,F002949,Gujarat,GDist146,1.57,Cotton,Borewell,Sandy
100000002950,F002950,Nagaland,NDist56,0.49,Paddy,Rainfed,Loam
100000002951,F002951,Ladakh,LDist26,4.78,Potato,Rainfed,Sandy
100000002952,F002952,Odisha,ODist19,3.39,Paddy,Rainfed,Sandy
100000002953,F002953,West Bengal,WBDist103,2.65,Maize,Borewell,Loam
100000002954,F002954,Andhra Pradesh,APDist80,6.15,Maize,Canal,Sandy
100000002955,F002955,Karnataka,KDist140,0.85,Ragi,Canal,Clay
100000002956,F002956,Assam,ADist52,7.37,Paddy,Rainfed,Sandy
100000002957,F002957,Mizoram,MDist109,3.84,Maize,Canal,Loam
100000002958,F002958,Bihar,BDist26,1.51,Wheat,Canal,Sandy
100000002959,F002959,Maharashtra,MDist127,4.52,Soybean,Borewell,Clay
100000002960,F002960,Haryana,HDist5,0.75,Wheat,Rainfed,Sandy
100000002961,F002961,Himachal Pradesh,HPDist143,0.94,Paddy,Rainfed,Sandy
100000002962,F002962,Goa,GDist125,1.12,Cashew,Borewell,Sandy
100000002963,F002963,Chhattisgarh,CDist110,1.19,Soybean,Rainfed,Clay
100000002964,F002964,Madhya Pradesh,MPDist29,0.78,Maize,Borewell,Loam
100000002965,F002965,Tripura,TDist73,4.85,Paddy,Rainfed,Clay
100000002966,F002966,Bihar,BDist111,1.48,Paddy,Rainfed,Loam
100000002967,F002967,Kerala,KDist45,2.42,Coconut,Borewell,Clay
100000002968,F002968,Puducherry,PDist120,1.15,Sugarcane,Borewell,Sandy
100000002969,F002969,Nagaland,NDist15,0.42,Maize,Borewell,Clay
100000002970,F002970,Arunachal Pradesh,APDist103,2.26,Millet,Canal,Sandy
100000002971,F002971,Maharashtra,MDist23,0.39,Sugarcane,Rainfed,Clay
100000002972,F002972,Jammu & Kashmir,J&KDist67,1.72,Paddy,Borewell,Loam
100000002973,F002973,Tripura,TDist71,0.61,Paddy,Canal,Sandy
100000002974,F002974,Haryana,HDist47,8.93,Wheat,Borewell,Clay
100000002975,F002975,Mizoram,MDist1,3.78,Paddy,Rainfed,Sandy
100000002976,F002976,Uttarakhand,UDist26,1.98,Wheat,Canal,Loam
100000002977,F002977,Puducherry,PDist29,5.01,Paddy,Canal,Loam
100000002978,F002978,Haryana,HDist47,0.93,Paddy,Rainfed,Sandy
100000002979,F002979,Kerala,KDist50,2.81,Rubber,Borewell,Sandy
100000002980,F002980,Tamil Nadu,TNDist142,2.14,Cotton,Canal,Loam
100000002981,F002981,Nagaland,NDist64,2.25,Maize,Rainfed,Loam
100000002982,F002982,Tamil Nadu,TNDist38,5.04,Cotton,Rainfed,Clay
100000002983,F002983,Karnataka,KDist93,3.27,Maize,Rainfed,Clay
100000002984,F002984,Puducherry,PDist5,2.3,Paddy,Canal,Clay
100000002985,F002985,Chhattisgarh,CDist85,0.48,Paddy,Rainfed,Loam
100000002986,F002986,Meghalaya,MDist68,0.85,Millet,Canal,Loam
100000002987,F002987,Odisha,ODist10,1.65,Groundnut,Borewell,Clay
100000002988,F002988,Kerala,KDist57,1.96,Paddy,Canal,Sandy
100000002989,F002989,Tamil Nadu,TNDist30,0.74,Sugarcane,Canal,Loam
100000002990,F002990,Jharkhand,JDist62,12.55,Paddy,Borewell,Sandy
100000002991,F002991,Uttar Pradesh,UPDist96,6.13,Sugarcane,Borewell,Clay
100000002992,F002992,Punjab,PDist108,2.95,Wheat,Canal,Clay
100000002993,F002993,West Bengal,WBDist140,1.93,Jute,Borewell,Clay
100000002994,F002994,West Bengal,WBDist60,1.54,Paddy,Borewell,Sandy
100000002995,F002995,Delhi,DDist24,0.85,Paddy,Borewell,Loam
100000002996,F002996,Manipur,MDist57,1.94,Maize,Canal,Clay
100000002997,F002997,Arunachal Pradesh,APDist102,2.24,Millet,Canal,Clay
100000002998,F002998,Odisha,ODist3,0.67,Groundnut,Canal,Clay
100000002999,F002999,Odisha,ODist2,2.38,Paddy,Borewell,Loam
100000003000,F003000,Assam,ADist102,1.61,Tea,Canal,Loam
100000003001,F003001,Gujarat,GDist99,0.4,Cotton,Borewell,Clay
100000003002,F003002,Kerala,KDist62,0.92,Coconut,Rainfed,Loam
100000003003,F003003,Maharashtra,MDist57,1.31,Maize,Borewell,Clay
100000003004,F003004,Goa,GDist36,8.25,Cashew,Canal,Loam
100000003005,F003005,West Bengal,WBDist125,2.84,Maize,Rainfed,Sandy
100000003006,F003006,Odisha,ODist46,0.63,Paddy,Canal,Loam
100000003007,F003007,Haryana,HDist122,2.69,Paddy,Canal,Sandy
100000003008,F003008,Andhra Pradesh,APDist60,0.53,Maize,Rainfed,Clay
100000003009,F003009,Karnataka,KDist150,4.33,Ragi,Canal,Clay
100000003010,F003010,Bihar,BDist125,1.25,Paddy,Canal,Sandy
100000003011,F003011,Goa,GDist111,1.69,Paddy,Borewell,Sandy
100000003012,F003012,Gujarat,GDist127,5.26,Cotton,Borewell,Clay
100000003013,F003013,Chhattisgarh,CDist37,0.65,Soybean,Borewell,Sandy
100000003014,F003014,Manipur,MDist60,0.6,Paddy,Borewell,Clay
100000003015,F003015,Goa,GDist85,1.14,Cashew,Canal,Clay
100000003016,F003016,Tripura,TDist76,4.18,Maize,Rainfed,Loam
100000003017,F003017,Tamil Nadu,TNDist128,0.54,Paddy,Canal,Sandy
100000003018,F003018,West Bengal,WBDist108,0.2,Maize,Borewell,Loam
100000003019,F003019,Chhattisgarh,CDist83,1.27,Paddy,Borewell,Sandy
100000003020,F003020,Ladakh,LDist63,2.83,Barley,Borewell,Loam
100000003021,F003021,Chhattisgarh,CDist123,4.76,Soybean,Borewell,Sandy
100000003022,F003022,West Bengal,WBDist92,1.26,Paddy,Borewell,Loam
100000003023,F003023,Jharkhand,JDist132,1.31,Paddy,Rainfed,Clay
100000003024,F003024,Telangana,TDist50,4.59,Maize,Rainfed,Loam
100000003025,F003025,Arunachal Pradesh,APDist63,0.41,Paddy,Borewell,Sandy
100000003026,F003026,Jharkhand,JDist129,1.34,Paddy,Rainfed,Loam
100000003027,F003027,Tripura,TDist126,2.12,Maize,Borewell,Clay
100000003028,F003028,Madhya Pradesh,MPDist135,2.61,Maize,Borewell,Sandy
100000003029,F003029,Himachal Pradesh,HPDist91,1.21,Apple,Borewell,Clay
100000003030,F003030,Karnataka,KDist95,1.87,Sugarcane,Borewell,Clay
100000003031,F003031,Chhattisgarh,CDist64,0.25,Paddy,Canal,Clay
100000003032,F003032,Puducherry,PDist113,1.08,Sugarcane,Borewell,Clay
100000003033,F003033,Chandigarh,CDist95,2.62,Vegetables,Borewell,Loam
100000003034,F003034,Haryana,HDist34,0.83,Wheat,Borewell,Sandy
100000003035,F003035,Uttarakhand,UDist108,1.91,Wheat,Borewell,Clay
100000003036,F003036,Himachal Pradesh,HPDist82,2.61,Paddy,Rainfed,Sandy
100000003037,F003037,Arunachal Pradesh,APDist34,1.39,Millet,Rainfed,Clay
100000003038,F003038,Haryana,HDist51,2.09,Paddy,Borewell,Sandy
100000003039,F003039,Odisha,ODist2,0.84,Groundnut,Canal,Sandy
100000003040,F003040,Odisha,ODist134,1.54,Groundnut,Rainfed,Clay
100000003041,F003041,Odisha,ODist75,2.97,Paddy,Canal,Loam
100000003042,F003042,Delhi,DDist146,2.07,Vegetables,Borewell,Sandy
100000003043,F003043,Nagaland,NDist102,1.14,Maize,Rainfed,Clay
100000003044,F003044,Madhya Pradesh,MPDist110,2.18,Soybean,Borewell,Loam
100000003045,F003045,Madhya Pradesh,MPDist13,3.23,Wheat,Borewell,Loam
100000003046,F003046,Andaman & Nicobar,A&NDist140,0.35,Paddy,Canal,Clay
100000003047,F003047,Maharashtra,MDist131,4.61,Maize,Borewell,Clay
100000003048,F003048,Karnataka,KDist86,1.39,Sugarcane,Rainfed,Sandy
100000003049,F003049,Mizoram,MDist108,2.56,Maize,Rainfed,Sandy
100000003050,F003050,Nagaland,NDist24,4.75,Paddy,Borewell,Loam
100000003051,F003051,Maharashtra,MDist29,0.61,Sugarcane,Rainfed,Loam
100000003052,F003052,Ladakh,LDist139,1.03,Potato,Rainfed,Sandy
100000003053,F003053,Bihar,BDist10,1.45,Paddy,Rainfed,Sandy
100000003054,F003054,Odisha,ODist99,0.97,Groundnut,Borewell,Clay
100000003055,F003055,Chandigarh,CDist132,7.3,Vegetables,Canal,Clay
100000003056,F003056,Maharashtra,MDist4,0.92,Soybean,Canal,Clay
100000003057,F003057,Gujarat,GDist116,1.17,Cotton,Rainfed,Clay
100000003058,F003058,Mizoram,MDist27,2.15,Paddy,Borewell,Sandy
100000003059,F003059,Uttar Pradesh,UPDist24,0.7,Sugarcane,Canal,Sandy
100000003060,F003060,Gujarat,GDist22,1.33,Cotton,Rainfed,Clay
100000003061,F003061,Ladakh,LDist41,2.35,Potato,Borewell,Sandy
100000003062,F003062,Uttarakhand,UDist138,1.4,Rice,Rainfed,Sandy
100000003063,F003063,Maharashtra,MDist113,1.69,Sugarcane,Borewell,Sandy
100000003064,F003064,Jharkhand,JDist131,1.19,Pulses,Borewell,Loam
100000003065,F003065,Karnataka,KDist124,0.54,Paddy,Borewell,Clay
100000003066,F003066,Sikkim,SDist141,2.36,Paddy,Borewell,Clay
100000003067,F003067,Puducherry,PDist41,7.42,Paddy,Borewell,Loam
100000003068,F003068,Jammu & Kashmir,J&KDist66,1.85,Paddy,Canal,Clay
100000003069,F003069,Rajasthan,RDist133,2.18,Bajra,Borewell,Sandy
100000003070,F003070,Telangana,TDist2,3.17,Maize,Borewell,Loam
100000003071,F003071,Ladakh,LDist43,0.66,Barley,Rainfed,Loam
100000003072,F003072,Ladakh,LDist129,7.11,Potato,Canal,Sandy
100000003073,F003073,Odisha,ODist51,2.14,Paddy,Borewell,Sandy
100000003074,F003074,Andhra Pradesh,APDist72,6.72,Groundnut,Borewell,Loam
100000003075,F003075,Jharkhand,JDist90,1.01,Paddy,Borewell,Clay
100000003076,F003076,Ladakh,LDist110,7.8,Potato,Rainfed,Loam
100000003077,F003077,Haryana,HDist90,3.39,Cotton,Canal,Clay
100000003078,F003078,Uttar Pradesh,UPDist97,2.84,Paddy,Rainfed,Clay
100000003079,F003079,Andaman & Nicobar,A&NDist42,2.2,Coconut,Borewell,Clay
100000003080,F003080,Odisha,ODist52,1.49,Paddy,Rainfed,Clay
100000003081,F003081,Kerala,KDist4,4.76,Paddy,Rainfed,Sandy
100000003082,F003082,Jammu & Kashmir,J&KDist30,2.04,Paddy,Borewell,Clay
100000003083,F003083,Sikkim,SDist25,0.38,Potato,Rainfed,Sandy
100000003084,F003084,Assam,ADist103,0.75,Paddy,Borewell,Loam
100000003085,F003085,Tamil Nadu,TNDist117,1.57,Cotton,Rainfed,Sandy
100000003086,F003086,Maharashtra,MDist48,2.33,Maize,Borewell,Sandy
100000003087,F003087,Gujarat,GDist130,1.74,Cotton,Borewell,Sandy
100000003088,F003088,Uttarakhand,UDist54,4.83,Wheat,Rainfed,Sandy
100000003089,F003089,Goa,GDist37,0.38,Cashew,Borewell,Sandy
100000003090,F003090,Punjab,PDist128,2.04,Paddy,Canal,Clay
100000003091,F003091,Himachal Pradesh,HPDist6,0.43,Paddy,Borewell,Loam
100000003092,F003092,Uttar Pradesh,UPDist7,3.35,Sugarcane,Borewell,Sandy
100000003093,F003093,Sikkim,SDist52,1.69,Potato,Borewell,Loam
100000003094,F003094,Bihar,BDist56,2.55,Wheat,Canal,Loam
100000003095,F003095,Tripura,TDist14,0.91,Paddy,Rainfed,Loam
100000003096,F003096,Andaman & Nicobar,A&NDist137,5.07,Coconut,Canal,Sandy
100000003097,F003097,Assam,ADist140,4.19,Paddy,Canal,Loam
100000003098,F003098,Kerala,KDist114,2.91,Rubber,Borewell,Sandy
100000003099,F003099,Uttarakhand,UDist132,1.64,Wheat,Borewell,Clay
100000003100,F003100,Goa,GDist147,2.9,Paddy,Rainfed,Sandy
100000003101,F003101,Punjab,PDist57,1.04,Paddy,Rainfed,Clay
100000003102,F003102,Chhattisgarh,CDist63,3.61,Paddy,Borewell,Clay
100000003103,F003103,Andhra Pradesh,APDist36,6.82,Groundnut,Canal,Loam
100000003104,F003104,Gujarat,GDist60,4.29,Paddy,Canal,Loam
100000003105,F003105,Ladakh,LDist125,1.02,Potato,Rainfed,Clay
100000003106,F003106,West Bengal,WBDist136,2.43,Maize,Rainfed,Sandy
100000003107,F003107,Maharashtra,MDist102,0.65,Soybean,Borewell,Sandy
100000003108,F003108,Karnataka,KDist132,2.88,Sugarcane,Borewell,Loam
100000003109,F003109,Andhra Pradesh,APDist84,2.61,Groundnut,Canal,Clay
100000003110,F003110,Karnataka,KDist1,0.41,Maize,Rainfed,Sandy
100000003111,F003111,Jammu & Kashmir,J&KDist123,0.72,Apple,Canal,Clay
100000003112,F003112,Ladakh,LDist7,1.45,Potato,Borewell,Clay
100000003113,F003113,Madhya Pradesh,MPDist75,1.43,Maize,Rainfed,Sandy
100000003114,F003114,Haryana,HDist18,0.69,Paddy,Borewell,Clay
100000003115,F003115,Himachal Pradesh,HPDist30,2.49,Maize,Rainfed,Clay
100000003116,F003116,Punjab,PDist48,2.23,Paddy,Borewell,Sandy
100000003117,F003117,Mizoram,MDist126,1.56,Maize,Rainfed,Loam
100000003118,F003118,Tamil Nadu,TNDist51,1.0,Cotton,Rainfed,Sandy
100000003119,F003119,Arunachal Pradesh,APDist101,4.22,Paddy,Borewell,Loam
100000003120,F003120,Assam,ADist47,6.85,Tea,Borewell,Loam
100000003121,F003121,Karnataka,KDist44,1.24,Maize,Borewell,Loam
100000003122,F003122,Assam,ADist67,1.12,Paddy,Rainfed,Clay
100000003123,F003123,Kerala,KDist62,2.7,Coconut,Rainfed,Loam
100000003124,F003124,Ladakh,LDist24,1.37,Potato,Rainfed,Sandy
100000003125,F003125,Nagaland,NDist127,1.63,Maize,Rainfed,Sandy
100000003126,F003126,Mizoram,MDist78,3.29,Paddy,Rainfed,Sandy
100000003127,F003127,Mizoram,MDist141,0.4,Maize,Borewell,Sandy
100000003128,F003128,Uttarakhand,UDist51,5.23,Wheat,Rainfed,Sandy
100000003129,F003129,Odisha,ODist107,1.93,Paddy,Canal,Clay
100000003130,F003130,Puducherry,PDist8,1.31,Paddy,Borewell,Clay
100000003131,F003131,Jammu & Kashmir,J&KDist41,1.7,Apple,Canal,Loam
100000003132,F003132,Uttarakhand,UDist87,1.77,Rice,Rainfed,Clay
100000003133,F003133,Assam,ADist9,0.46,Tea,Rainfed,Clay
100000003134,F003134,Kerala,KDist72,6.03,Rubber,Borewell,Loam
100000003135,F003135,Kerala,KDist37,1.88,Rubber,Canal,Sandy
100000003136,F003136,Rajasthan,RDist144,2.6,Wheat,Canal,Clay
100000003137,F003137,Arunachal Pradesh,APDist34,3.9,Paddy,Borewell,Clay
100000003138,F003138,Andhra Pradesh,APDist59,0.8,Maize,Borewell,Loam
100000003139,F003139,Chhattisgarh,CDist60,2.66,Paddy,Rainfed,Sandy
100000003140,F003140,Manipur,MDist26,1.47,Maize,Rainfed,Clay
100000003141,F003141,Haryana,HDist103,3.59,Wheat,Borewell,Clay
100000003142,F003142,Tamil Nadu,TNDist47,0.33,Paddy,Rainfed,Clay
100000003143,F003143,Tamil Nadu,TNDist90,1.68,Paddy,Canal,Sandy
100000003144,F003144,Tamil Nadu,TNDist21,1.12,Sugarcane,Rainfed,Clay
100000003145,F003145,Manipur,MDist81,2.57,Maize,Borewell,Sandy
100000003146,F003146,Manipur,MDist107,2.65,Maize,Borewell,Clay
100000003147,F003147,Jammu & Kashmir,J&KDist23,1.03,Paddy,Borewell,Clay
100000003148,F003148,Rajasthan,RDist109,1.03,Wheat,Borewell,Clay
100000003149,F003149,Mizoram,MDist114,1.67,Paddy,Borewell,Clay
100000003150,F003150,Uttar Pradesh,UPDist111,0.89,Wheat,Borewell,Sandy
100000003151,F003151,Meghalaya,MDist112,3.57,Paddy,Rainfed,Loam
100000003152,F003152,Puducherry,PDist139,1.36,Paddy,Borewell,Loam
100000003153,F003153,Jharkhand,JDist26,0.2,Paddy,Rainfed,Sandy
100000003154,F003154,Kerala,KDist10,1.35,Paddy,Borewell,Loam
100000003155,F003155,Punjab,PDist95,0.79,Paddy,Rainfed,Loam
100000003156,F003156,Meghalaya,MDist28,0.49,Millet,Borewell,Sandy
100000003157,F003157,Meghalaya,MDist17,0.68,Millet,Canal,Clay
100000003158,F003158,Haryana,HDist22,1.99,Cotton,Borewell,Loam
100000003159,F003159,Andaman & Nicobar,A&NDist22,5.27,Coconut,Borewell,Clay
100000003160,F003160,Assam,ADist83,2.34,Paddy,Canal,Sandy
100000003161,F003161,Arunachal Pradesh,APDist100,1.12,Millet,Canal,Loam
100000003162,F003162,Sikkim,SDist37,2.62,Paddy,Rainfed,Loam
100000003163,F003163,Goa,GDist141,1.26,Paddy,Rainfed,Clay
100000003164,F003164,Meghalaya,MDist124,1.05,Millet,Rainfed,Clay
100000003165,F003165,Haryana,HDist75,0.72,Wheat,Borewell,Sandy
100000003166,F003166,Tamil Nadu,TNDist71,0.45,Cotton,Canal,Sandy
100000003167,F003167,Rajasthan,RDist134,1.33,Bajra,Rainfed,Loam
100000003168,F003168,Meghalaya,MDist15,2.07,Millet,Canal,Loam
100000003169,F003169,Karnataka,KDist13,1.69,Paddy,Canal,Clay
100000003170,F003170,Nagaland,NDist118,1.31,Paddy,Canal,Sandy
100000003171,F003171,Tamil Nadu,TNDist130,0.86,Sugarcane,Borewell,Sandy
100000003172,F003172,Gujarat,GDist81,2.96,Groundnut,Rainfed,Sandy
100000003173,F003173,Gujarat,GDist26,0.64,Groundnut,Borewell,Loam
100000003174,F003174,Meghalaya,MDist20,3.39,Paddy,Borewell,Loam
100000003175,F003175,Tripura,TDist138,0.82,Paddy,Rainfed,Sandy
100000003176,F003176,Goa,GDist79,1.0,Cashew,Rainfed,Sandy
100000003177,F003177,Puducherry,PDist26,0.56,Sugarcane,Borewell,Loam
100000003178,F003178,Bihar,BDist8,1.22,Maize,Canal,Clay
100000003179,F003179,Rajasthan,RDist150,3.98,Bajra,Borewell,Loam
100000003180,F003180,Goa,GDist102,2.75,Cashew,Borewell,Clay
100000003181,F003181,Tamil Nadu,TNDist113,3.99,Sugarcane,Rainfed,Sandy
100000003182,F003182,Delhi,DDist62,2.77,Vegetables,Rainfed,Sandy
100000003183,F003183,Tamil Nadu,TNDist140,0.75,Sugarcane,Borewell,Clay
100000003184,F003184,Manipur,MDist135,1.4,Paddy,Borewell,Clay
100000003185,F003185,Ladakh,LDist74,0.98,Potato,Rainfed,Loam
100000003186,F003186,Tripura,TDist56,5.28,Paddy,Borewell,Clay
100000003187,F003187,Andhra Pradesh,APDist27,0.7,Maize,Borewell,Clay
100000003188,F003188,Telangana,TDist108,3.72,Paddy,Borewell,Loam
100000003189,F003189,Maharashtra,MDist100,3.72,Soybean,Canal,Clay
100000003190,F003190,Chandigarh,CDist72,7.88,Vegetables,Borewell,Sandy
100000003191,F003191,Manipur,MDist21,1.31,Maize,Canal,Sandy
100000003192,F003192,Tamil Nadu,TNDist30,3.22,Cotton,Rainfed,Loam
100000003193,F003193,Karnataka,KDist13,11.31,Sugarcane,Borewell,Sandy
100000003194,F003194,Tripura,TDist72,1.11,Paddy,Canal,Loam
100000003195,F003195,Ladakh,LDist103,0.53,Barley,Canal,Loam
100000003196,F003196,Bihar,BDist65,0.4,Maize,Canal,Sandy
100000003197,F003197,Ladakh,LDist35,3.22,Potato,Canal,Clay
100000003198,F003198,Gujarat,GDist92,0.4,Cotton,Borewell,Sandy
100000003199,F003199,Andaman & Nicobar,A&NDist111,1.35,Coconut,Canal,Sandy
100000003200,F003200,Chhattisgarh,CDist63,2.59,Maize,Canal,Sandy
100000003201,F003201,Gujarat,GDist91,2.11,Cotton,Rainfed,Loam
100000003202,F003202,Delhi,DDist56,2.56,Vegetables,Rainfed,Clay
100000003203,F003203,Puducherry,PDist149,2.18,Paddy,Borewell,Loam
100000003204,F003204,Bihar,BDist4,5.07,Maize,Rainfed,Loam
100000003205,F003205,Puducherry,PDist30,0.85,Paddy,Borewell,Clay
100000003206,F003206,Tripura,TDist62,1.06,Paddy,Rainfed,Sandy
100000003207,F003207,Chhattisgarh,CDist80,0.98,Maize,Rainfed,Clay
100000003208,F003208,Bihar,BDist86,3.54,Paddy,Canal,Loam
100000003209,F003209,Chandigarh,CDist141,3.74,Wheat,Borewell,Clay
100000003210,F003210,Haryana,HDist38,2.61,Wheat,Canal,Clay
100000003211,F003211,Rajasthan,RDist83,4.7,Wheat,Borewell,Clay
100000003212,F003212,Chhattisgarh,CDist28,0.71,Soybean,Rainfed,Clay
100000003213,F003213,Kerala,KDist67,6.92,Rubber,Borewell,Loam
100000003214,F003214,Tamil Nadu,TNDist81,6.16,Sugarcane,Rainfed,Sandy
100000003215,F003215,Tripura,TDist103,3.28,Paddy,Rainfed,Sandy
100000003216,F003216,Andaman & Nicobar,A&NDist79,7.58,Paddy,Rainfed,Sandy
100000003217,F003217,Telangana,TDist46,0.48,Cotton,Canal,Sandy
100000003218,F003218,Gujarat,GDist108,1.2,Cotton,Canal,Loam
100000003219,F003219,Uttar Pradesh,UPDist110,1.01,Sugarcane,Borewell,Loam
100000003220,F003220,Delhi,DDist3,3.25,Vegetables,Canal,Loam
100000003221,F003221,Kerala,KDist135,0.79,Coconut,Canal,Sandy
100000003222,F003222,Manipur,MDist4,3.34,Paddy,Borewell,Loam
100000003223,F003223,Gujarat,GDist142,5.45,Paddy,Borewell,Clay
100000003224,F003224,Nagaland,NDist95,3.18,Paddy,Canal,Sandy
100000003225,F003225,Andhra Pradesh,APDist132,2.29,Groundnut,Borewell,Clay
100000003226,F003226,West Bengal,WBDist73,0.83,Jute,Rainfed,Clay
100000003227,F003227,Gujarat,GDist120,0.93,Cotton,Borewell,Sandy
100000003228,F003228,Assam,ADist15,4.95,Tea,Rainfed,Loam
100000003229,F003229,Chandigarh,CDist52,3.4,Wheat,Borewell,Loam
100000003230,F003230,Rajasthan,RDist10,1.77,Wheat,Borewell,Clay
100000003231,F003231,Kerala,KDist109,1.3,Paddy,Canal,Sandy
100000003232,F003232,Kerala,KDist24,0.36,Paddy,Canal,Loam
